seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
5;80;8;24;3601.977;-1.9453919893430445;-1.9453919893430445;0.7164216067832772;0.36826593853982686;3062509;106985;TIME_LIMIT;895498.0;31122;0.0;0.0;vertex;0.0
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;100;10;15;3604.636;-0.8851753076274499;-0.8851753076274499;0.5579861516936654;0.6303679586242017;7056104;80549;TIME_LIMIT;142488.0;7849;0.0;0.0;rounding;0.0
2;100;10;15;3604.464;-0.7996883092997901;-0.7996883092997901;0.5549600928572437;0.6939704962589346;6595866;82481;TIME_LIMIT;288550.0;11976;0.0;0.0;rounding;0.0
3;100;10;15;3604.575;-0.8986751663043728;-0.8986751663043728;0.5184062089615913;0.5768560525528219;8274259;79079;TIME_LIMIT;214844.0;9280;0.0;0.0;rounding;0.0
4;100;10;15;3604.837;-0.9162034652687439;-0.9162034652687439;0.5400173782263793;0.5894077011245309;8280238;76415;TIME_LIMIT;1.106055e6;21689;0.0;0.0;rounding;0.0
5;100;10;15;3604.56;-0.941946389092986;-0.941946389092986;0.5031480316847174;0.5341578220488812;7330877;79179;TIME_LIMIT;2.08295e6;31681;0.0;0.0;rounding;0.0
1;100;10;34;3602.216;-2.310110126929603;-2.310110126929603;1.1706543993866299;0.5067526373483162;3491553;97257;TIME_LIMIT;241129.0;14720;0.0;0.0;vertex;0.0
2;100;10;34;3602.722;-2.144219864730994;-2.144219864730994;1.0798475674505217;0.5036086015302332;4331663;92213;TIME_LIMIT;2.977161e6;43022;0.0;0.0;vertex;0.0
3;100;10;34;3602.246;-2.5038329831014465;-2.5038329831014465;0.990574496841734;0.39562323187177195;3569636;97301;TIME_LIMIT;90043.0;8174;0.0;0.0;vertex;0.0
4;100;10;34;3602.548;-2.594434133721449;-2.594434133721449;0.981332195049271;0.378245175814755;3972429;94171;TIME_LIMIT;1.489718e6;31542;0.0;0.0;vertex;0.0
5;100;10;34;3603.2;-2.316971431640207;-2.316971431640207;1.2049431566503497;0.5200509338163737;4614948;87795;TIME_LIMIT;1.260816e6;27617;0.0;0.0;vertex;0.0
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;120;10;15;3604.133;-1.0124827160955392;-1.0124827160955392;0.5461732979014684;0.5394396261969678;7781441;74961;TIME_LIMIT;776758.0;18637;0.0;0.0;rounding;0.0
2;120;10;15;3605.128;-0.8701253530508596;-0.8701253530508596;0.5828172764145155;0.6698084067669378;7661721;75301;TIME_LIMIT;1.230041e6;22569;0.0;0.0;rounding;0.0
3;120;10;15;3603.202;-1.057458357422974;-1.057458357422974;0.4547957141568437;0.4300838051582295;7735031;82081;TIME_LIMIT;489515.0;14898;0.0;0.0;vertex;0.0
4;120;10;15;3605.325;-0.9070813106758224;-0.9070813106758224;0.5402009872280993;0.5955375564133514;7646171;75765;TIME_LIMIT;2.212941e6;30556;0.0;0.0;rounding;0.0
5;120;10;15;3604.27;-1.0418657480794415;-1.0418657480794415;0.5763414285757558;0.5531820482995763;7390679;77747;TIME_LIMIT;746713.0;17929;0.0;0.0;vertex;0.0
1;120;10;34;3602.648;-2.6953624533920344;-2.6953624533920344;1.1290210124360152;0.4188753950383094;3890861;92433;TIME_LIMIT;99429.0;8346;0.0;0.0;vertex;0.0
2;120;10;34;3602.535;-2.431097877978935;-2.431097877978935;1.1745210133794708;0.483123704733721;3948122;93285;TIME_LIMIT;1.733127e6;33355;0.0;0.0;vertex;0.0
3;120;10;34;3602.669;-2.5438382391448977;-2.5438382391448977;1.1735026994566349;0.4613118402729506;3736211;97245;TIME_LIMIT;1.594329e6;33420;0.0;0.0;vertex;0.0
4;120;10;34;3602.367;-2.3550070941296806;-2.3550070941296806;1.2827545804990539;0.5446924485690818;3529452;96041;TIME_LIMIT;1.238935e6;32165;0.0;0.0;vertex;0.0
5;120;10;34;3602.126;-2.7555148368561024;-2.7555148368561024;1.2580270106051286;0.45654880669794223;3196145;104317;TIME_LIMIT;1.544758e6;35746;0.0;0.0;vertex;0.0
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;150;12;18;3605.986;-0.9660426420835452;-0.9660426420835452;0.7819483390406335;0.8094345994439127;8229143;58689;TIME_LIMIT;769993.0;14382;0.0;0.0;rounding;0.0
2;150;12;18;3604.446;-1.0217003904292756;-1.0217003904292756;0.7153376488760324;0.7001442453941683;7293356;63599;TIME_LIMIT;578091.0;13553;0.0;0.0;rounding;0.0
3;150;12;18;3605.962;-0.9525193183285667;-0.9525193183285667;0.8052940213326327;0.8454358938837297;8800167;63139;TIME_LIMIT;3.534039e6;31285;0.0;0.0;rounding;0.0
4;150;12;18;3606.305;-1.0047089102142994;-1.0047089102142994;0.7431938877886357;0.7397106567215733;8017052;59653;TIME_LIMIT;423721.0;10451;0.0;0.0;rounding;0.0
5;150;12;18;3604.232;-1.173765904846512;-1.173765904846512;0.6433068018589394;0.548070785837881;8623151;65461;TIME_LIMIT;1.946463e6;23395;0.0;0.0;vertex;0.0
1;150;12;44;3602.344;-3.1748353113870484;-3.1748353113870484;1.504521000843738;0.47388946300538354;3620698;91435;TIME_LIMIT;2.281212e6;38686;0.0;0.0;vertex;0.0
2;150;12;44;3602.288;-2.9487342329688504;-2.9487342329688504;1.6656054134520364;0.5648543686404279;3482697;92967;TIME_LIMIT;1.391865e6;32374;0.0;0.0;vertex;0.0
3;150;12;44;3602.79;-3.1017118536237547;-3.1017118536237547;1.5905539863823703;0.512798758054883;4074031;87829;TIME_LIMIT;1.61952e6;32762;0.0;0.0;vertex;0.0
4;150;12;44;3602.877;-3.016992330858694;-3.016992330858694;1.6647524421651467;0.551792069584521;3836864;88855;TIME_LIMIT;1.836851e6;34669;0.0;0.0;vertex;0.0
5;150;12;44;3602.457;-3.1921158558171308;-3.1921158558171308;1.653912222908692;0.5181241213080334;3790484;90915;TIME_LIMIT;2.264726e6;36661;0.0;0.0;vertex;0.0
