seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
5;80;8;24;3600.019;-140.95765006873125;-140.95765006873125;2.0439524959027153;0.014500472268841597;64882290;37943;TIME_LIMIT;17013.0;165;0.0;0.0;vertex;0.0
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;100;10;15;3600.004;-91.5912148776817;-91.5912148776817;20.89281694679461;0.22810939864370797;50707807;10429;TIME_LIMIT;231273.0;367;0.0;0.0;vertex;0.0
2;100;10;15;3600.005;-78.0330823087006;-78.0330823087006;11.640306243689096;0.14917142703193226;50175700;10488;TIME_LIMIT;2.153838e6;3147;0.0;0.0;vertex;0.0
3;100;10;15;3600.004;-90.36609557940517;-90.36609557940517;14.132628915638591;0.15639304569953644;49850125;10671;TIME_LIMIT;2.996405e6;4453;0.0;0.0;rounding;0.0
4;100;10;15;3600.007;-108.67536508605401;-108.67536508605401;19.660291364035643;0.180908445519992;48598044;9857;TIME_LIMIT;2.431847e6;3319;0.0;0.0;rounding;0.0
5;100;10;15;3600.004;-81.36166039451163;-81.36166039451163;19.45433358921919;0.23910934824692331;49325331;10315;TIME_LIMIT;3.312022e6;4745;0.0;0.0;vertex;0.0
1;100;10;34;3600.008;-248.81729789513957;-248.81729789513957;8.885831083368203;0.035712272251718635;50625001;16855;TIME_LIMIT;507941.0;1462;0.0;0.0;vertex;0.0
2;100;10;34;3600.012;-184.3738776128169;-184.3738776128169;7.61306686798315;0.041291461494184695;50057127;14427;TIME_LIMIT;276527.0;655;0.0;0.0;vertex;0.0
3;100;10;34;3600.007;-217.31497862025526;-217.31497862025526;8.461603275672871;0.03893704580050605;49471212;16597;TIME_LIMIT;3.517435e6;8116;0.0;0.0;vertex;0.0
4;100;10;34;3600.017;-293.669857453321;-293.669857453321;12.417682132535333;0.04228449674822051;48658176;12967;TIME_LIMIT;391233.0;823;0.0;0.0;rounding;0.0
5;100;10;34;3600.007;-219.43387427231022;-219.43387427231022;8.208250088080433;0.037406485736537945;48906591;15617;TIME_LIMIT;872307.0;2117;0.0;0.0;rounding;0.0
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;120;10;15;3600.007;-119.43956074566157;-119.43956074566157;28.926867931673627;0.24218833149655855;46328262;9361;TIME_LIMIT;3.016904e6;3905;0.0;0.0;vertex;0.0
2;120;10;15;3600.003;-102.14828816793226;-102.14828816793226;25.493004630593035;0.2495685937358286;45793277;9453;TIME_LIMIT;838326.0;1137;0.0;0.0;vertex;0.0
3;120;10;15;3600.006;-111.42034349552013;-111.42034349552013;22.721104830495264;0.20392240876019926;45381730;9301;TIME_LIMIT;1.547613e6;2025;0.0;0.0;vertex;0.0
4;120;10;15;3600.003;-141.3887721439886;-141.3887721439886;33.239865476139244;0.23509550986331623;44226460;8897;TIME_LIMIT;448886.0;559;0.0;0.0;vertex;0.0
5;120;10;15;3600.004;-107.18463414539396;-107.18463414539396;33.0786723986465;0.30861394137685727;44718787;9005;TIME_LIMIT;2.831358e6;3525;0.0;0.0;vertex;0.0
1;120;10;34;3600.007;-334.0467111636752;-334.0467111636752;14.22947362133084;0.04259725704755921;45606971;10123;TIME_LIMIT;651139.0;959;0.0;0.0;rounding;0.0
2;120;10;34;3600.004;-269.8155539807327;-269.8155539807327;16.280983144982883;0.06034115863515227;44883345;11811;TIME_LIMIT;3.057245e6;5059;0.0;0.0;rounding;0.0
3;120;10;34;3600.005;-293.1392370890966;-293.1392370890966;11.590477219319155;0.03953915325158724;44876759;12329;TIME_LIMIT;2.963279e6;5137;0.0;0.0;vertex;0.0
4;120;10;34;3600.004;-392.04833048604974;-392.04833048604974;21.783993008950404;0.05556456006825297;43553564;9171;TIME_LIMIT;3.403812e6;4333;0.0;0.0;rounding;0.0
5;120;10;34;3600.011;-317.4148774570641;-317.4148774570641;17.376098297185024;0.054742545265652975;44081910;10123;TIME_LIMIT;1.405785e6;2054;0.0;0.0;rounding;0.0
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;150;12;18;3600.003;-136.85410599364997;-136.85410599364997;70.88627118322907;0.5179696339291289;34271770;6883;TIME_LIMIT;2.260767e6;2157;0.0;0.0;vertex;0.0
2;150;12;18;3600.002;-142.5149134370313;-142.5149134370313;50.72523322945338;0.3559292989492344;33685431;6767;TIME_LIMIT;2.982911e6;2798;0.0;0.0;vertex;0.0
3;150;12;18;3600.003;-136.33375289993734;-136.33375289993734;65.04701035251412;0.4771159670214288;33339317;6697;TIME_LIMIT;544849.0;521;0.0;0.0;vertex;0.0
4;150;12;18;3600.002;-129.3663293043324;-129.3663293043324;61.45917530069079;0.4750786053155221;32930250;6639;TIME_LIMIT;3.214249e6;2963;0.0;0.0;vertex;0.0
5;150;12;18;3600.025;-151.53570467088815;-151.53570467088815;53.97661650793265;0.3561973504868797;33231719;6669;TIME_LIMIT;3.563347e6;3299;0.0;0.0;vertex;0.0
1;150;12;44;3600.003;-483.2799607502567;-483.2799607502567;31.59361590713354;0.06537332079336948;33735840;7393;TIME_LIMIT;1.725283e6;1821;0.0;0.0;rounding_lmo_01;0.0
2;150;12;44;3600.003;-428.59315908085114;-428.59315908085114;34.1034717051333;0.07957073271601127;32944938;7505;TIME_LIMIT;2.474274e6;2615;0.0;0.0;vertex;0.0
3;150;12;44;3600.003;-469.07228258178463;-469.07228258178463;31.794120330960368;0.06778085491635702;32772281;7835;TIME_LIMIT;2.547115e6;2835;0.0;0.0;rounding;0.0
4;150;12;44;3600.004;-406.90523085721196;-406.90523085721196;22.917394422495477;0.056321208685905226;32571595;7675;TIME_LIMIT;31774.0;45;0.0;0.0;vertex;0.0
5;150;12;44;3600.002;-471.223672030328;-471.223672030328;37.07582729613455;0.07867989130594515;32252129;6651;TIME_LIMIT;341132.0;333;0.0;0.0;vertex;0.0
