seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
5;80;8;24;3600.031;-1.982485195190445;-1.982485195190445;0.11435536250407519;0.057682833032753004;11746501;4515;TIME_LIMIT;3.333633e6;2114;0.0;0.0;vertex;0.0
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;100;10;15;3600.003;-0.8980018363388458;-0.8980018363388458;0.2178942912070434;0.24264348065856814;36843848;7479;TIME_LIMIT;1.602865e6;1678;0.0;0.0;vertex;0.0
2;100;10;15;3600.003;-0.824470541573064;-0.824470541573064;0.1944882958001246;0.235894778519372;36526932;7453;TIME_LIMIT;457906.0;516;0.0;0.0;vertex;0.0
3;100;10;15;3600.011;-0.8589803956878265;-0.8589803956878265;0.32374353395118105;0.3768928087025132;37189834;7543;TIME_LIMIT;2.899892e6;3037;0.0;0.0;vertex;0.0
4;100;10;15;3600.003;-0.8925533606192584;-0.8925533606192584;0.37446904123753755;0.41954807158837976;36399125;7301;TIME_LIMIT;1.478334e6;1489;0.0;0.0;vertex;0.0
5;100;10;15;3600.003;-0.9057147517842019;-0.9057147517842019;0.28144678178394145;0.31074549821509334;36731525;7415;TIME_LIMIT;425136.0;457;0.0;0.0;vertex;0.0
1;100;10;34;3435.017;-2.4763515497058526;-2.4763515497058526;0.12380779285168231;0.0499960487703729;34047533;12679;OPTIMAL;2.851774e6;5515;0.0;0.0;sr_rounding;0.0
2;100;10;34;2083.002;-2.2985310097649747;-2.2985310097649747;0.11395529729684473;0.049577446122206846;20303552;9987;OPTIMAL;2.083e6;4993;0.0;0.0;rounding;0.0
3;100;10;34;3600.004;-2.6016292520675863;-2.6016292520675863;0.25155550295589135;0.09669152618728179;35524614;9559;TIME_LIMIT;498518.0;1029;0.0;0.0;vertex;0.0
4;100;10;34;3600.004;-2.644526159946154;-2.644526159946154;0.35607407767370347;0.13464570064262613;34835762;8331;TIME_LIMIT;334176.0;615;0.0;0.0;rounding;0.0
5;100;10;34;3600.011;-2.5771666357436978;-2.5771666357436978;0.17212371655180725;0.06678796557605488;31535041;9531;TIME_LIMIT;405829.0;822;0.0;0.0;rounding;0.0
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;120;10;15;3600.003;-0.8938006036488656;-0.8938006036488656;0.4817917746389099;0.5390371998766118;34427409;6905;TIME_LIMIT;7231.0;10;0.0;0.0;vertex;0.0
2;120;10;15;3600.025;-0.8064621021615105;-0.8064621021615105;0.4308839227963893;0.5342891149398313;8813404;1795;TIME_LIMIT;3.402268e6;847;0.0;0.0;vertex;0.0
3;120;10;15;3600.025;-0.9452968010536091;-0.9452968010536091;0.3748740908925039;0.3965676076282884;8817280;1805;TIME_LIMIT;3.084267e6;773;0.0;0.0;vertex;0.0
4;120;10;15;3600.003;-0.8499611965859432;-0.8499611965859432;0.37417564627678745;0.4402267395026344;34787844;7001;TIME_LIMIT;206596.0;213;0.0;0.0;vertex;0.0
5;120;10;15;3600.003;-1.0130115330204124;-1.0130115330204124;0.331493505004971;0.3272356673142549;34557404;6939;TIME_LIMIT;1.187506e6;1140;0.0;0.0;vertex;0.0
1;120;10;34;3600.026;-2.8114083637592424;-2.8114083637592424;0.34460737743282754;0.12257464332646423;8430484;2455;TIME_LIMIT;1.634272e6;651;0.0;0.0;rounding;0.0
2;120;10;34;3600.003;-2.605127044801776;-2.605127044801776;0.2364315040353584;0.09075622799553273;33577830;8097;TIME_LIMIT;1.342062e6;1761;0.0;0.0;rounding;0.0
3;120;10;34;3600.003;-2.711787724825464;-2.711787724825464;0.3084903981983005;0.11375905104008668;33138072;7941;TIME_LIMIT;36422.0;114;0.0;0.0;rounding;0.0
4;120;10;34;3600.003;-2.58379454388891;-2.58379454388891;0.3015099866412023;0.11669270970260463;32599594;7559;TIME_LIMIT;1.714453e6;1971;0.0;0.0;rounding;0.0
5;120;10;34;3600.03;-2.8662691623412297;-2.8662691623412297;0.3370493934333054;0.11759167556964409;8498120;2819;TIME_LIMIT;2.740904e6;1134;0.0;0.0;rounding_lmo_01;0.0
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;150;12;18;3600.002;-0.9012393276039055;-0.9012393276039055;0.6072032040036417;0.673742462635305;26289139;5275;TIME_LIMIT;3.105446e6;2271;0.0;0.0;vertex;0.0
2;150;12;18;3600.002;-1.057928836252183;-1.057928836252183;0.4227326075783251;0.39958510732715913;26791512;5383;TIME_LIMIT;629358.0;472;0.0;0.0;vertex;0.0
3;150;12;18;3600.002;-0.9188042459586742;-0.9188042459586742;0.6022543765132228;0.655476266203836;26297393;5275;TIME_LIMIT;1.562042e6;1135;0.0;0.0;vertex;0.0
4;150;12;18;3600.002;-0.9030576026817781;-0.9030576026817781;0.5191944265857432;0.5749294674491526;26308659;5295;TIME_LIMIT;1.075815e6;797;0.0;0.0;vertex;0.0
5;150;12;18;3600.008;-0.9711895007079305;-0.9711895007079305;0.5856948648754303;0.6030696011936897;26483078;5315;TIME_LIMIT;341597.0;253;0.0;0.0;vertex;0.0
1;150;12;44;3600.002;-3.3551227233700747;-3.3551227233700747;0.3701402086339791;0.11032091495663365;25333652;6243;TIME_LIMIT;41036.0;114;0.0;0.0;rounding;0.0
2;150;12;44;3600.003;-3.2353104989622468;-3.2353104989622468;0.44773093444817924;0.13838886085023144;25200669;5915;TIME_LIMIT;1.951317e6;1747;0.0;0.0;rounding;0.0
3;150;12;44;3600.003;-3.3033894588916413;-3.3033894588916413;0.4723126123125292;0.1429781798937508;24870899;5959;TIME_LIMIT;3.265847e6;2739;0.0;0.0;rounding_lmo_01;0.0
4;150;12;44;3600.003;-3.168818642246981;-3.168818642246981;0.3667064311565258;0.11572338860531872;25516110;7123;TIME_LIMIT;1.028888e6;1360;0.0;0.0;rounding;0.0
5;150;12;44;3600.014;-3.3930246622798217;-3.3930246622798217;0.46247150809463644;0.13630066213073005;24176216;6157;TIME_LIMIT;2.559204e6;2314;0.0;0.0;rounding_lmo_01;0.0
