seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
5;80;8;24;37.512;-140.95765006873125;-140.95765006873125;6.976814555056222;0.049495820564930765;434024;215;OPTIMAL;24435.0;69;0.0;0.0;vertex;0.0
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;100;10;15;3600.003;-92.01763922134208;-92.01763922134208;21.87342387901532;0.2377090312695407;35516353;7103;TIME_LIMIT;2.38264e6;2339;0.0;0.0;vertex;0.0
2;100;10;15;3600.003;-74.29743633482346;-74.29743633482346;16.595951205737364;0.22337178810514066;34613196;6921;TIME_LIMIT;2.022765e6;1933;0.0;0.0;vertex;0.0
3;100;10;15;3600.003;-89.80718223903864;-89.80718223903864;15.849780959053447;0.17648678606646723;35139897;7029;TIME_LIMIT;3.449676e6;3366;0.0;0.0;vertex;0.0
4;100;10;15;3600.003;-104.89375531919876;-104.89375531919876;25.049228675752914;0.23880571917295196;34925968;6985;TIME_LIMIT;1.385256e6;1325;0.0;0.0;vertex;0.0
5;100;10;15;3600.003;-79.23788701296344;-79.23788701296344;22.009361649268328;0.27776310650065117;33358485;6671;TIME_LIMIT;2.611492e6;2406;0.0;0.0;vertex;0.0
1;100;10;34;411.942;-248.28585624204612;-248.28585624204612;11.231652118726004;0.04523677783633642;3827731;1093;OPTIMAL;411942.0;546;0.0;0.0;vertex;0.0
2;100;10;34;959.957;-182.24882834857658;-182.24882834857658;9.110621681658245;0.04999001510304854;9161483;2051;OPTIMAL;91285.0;115;0.0;0.0;vertex;0.0
3;100;10;34;485.549;-215.6518086090666;-215.6518086090666;10.776642087189828;0.04997241690991665;4588642;1215;OPTIMAL;269716.0;355;0.0;0.0;sr_rounding;0.0
4;100;10;34;837.416;-293.669857453321;-293.669857453321;14.542848944678326;0.049521081498770846;7946060;1905;OPTIMAL;837416.0;952;0.0;0.0;vertex;0.0
5;100;10;34;543.376;-219.15087996729514;-219.15087996729514;10.91825291495141;0.04982071218048857;1340301;387;OPTIMAL;422997.0;153;0.0;0.0;rounding_lmo_01;0.0
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;120;10;15;3600.025;-115.60649608679353;-115.60649608679353;39.30483305407333;0.33998810088115256;8775881;1757;TIME_LIMIT;1.148904e6;275;0.0;0.0;vertex;0.0
2;120;10;15;3600.003;-104.39808446206465;-104.39808446206465;25.802322088561624;0.2471532137923227;32928887;6585;TIME_LIMIT;2.047834e6;1870;0.0;0.0;vertex;0.0
3;120;10;15;3600.003;-108.66823142537736;-108.66823142537736;28.589547353669033;0.26309020565317215;32645804;6529;TIME_LIMIT;1.444624e6;1298;0.0;0.0;vertex;0.0
4;120;10;15;3600.01;-139.26736660769689;-139.26736660769689;39.01173123239829;0.28012112372520603;33146260;6629;TIME_LIMIT;2.441819e6;2238;0.0;0.0;vertex;0.0
5;120;10;15;3600.002;-107.1490676546563;-107.1490676546563;37.21170993765304;0.3472891622126584;33178725;6635;TIME_LIMIT;3.032534e6;2787;0.0;0.0;vertex;0.0
1;120;10;34;1100.557;-334.0467111636752;-334.0467111636752;14.764416961300242;0.04419865985169367;9793338;2023;OPTIMAL;1.100556e6;1011;0.0;0.0;vertex;0.0
2;120;10;34;3600.003;-269.8155539807327;-269.8155539807327;14.258353293608252;0.05284481596130084;32142580;6673;TIME_LIMIT;295663.0;323;0.0;0.0;rounding;0.0
3;120;10;34;2818.009;-288.67143691490037;-288.67143691490037;14.432573570627198;0.049996541829255815;25714433;5399;OPTIMAL;370415.0;380;0.0;0.0;rounding;0.0
4;120;10;34;3489.872;-393.43990321722663;-393.43990321722663;19.67081755874358;0.04999700690726049;30882498;6219;OPTIMAL;145929.0;137;0.0;0.0;hyperplane_aware_rounding;0.0
5;120;10;34;3600.003;-316.3918450563825;-316.3918450563825;17.17402219511888;0.05428086236564785;31884683;6515;TIME_LIMIT;761672.0;733;0.0;0.0;rounding;0.0
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;150;12;18;3600.002;-137.10122602200644;-137.10122602200644;75.98126476016012;0.5541982881171623;25362498;5073;TIME_LIMIT;235179.0;161;0.0;0.0;vertex;0.0
2;150;12;18;3600.002;-133.71545781319844;-133.71545781319844;64.58634709286324;0.4830133190965167;25855309;5171;TIME_LIMIT;3.033672e6;2177;0.0;0.0;vertex;0.0
3;150;12;18;3600.002;-132.70986682795092;-132.70986682795092;73.20155221988745;0.5515908799365171;25395230;5079;TIME_LIMIT;225331.0;155;0.0;0.0;vertex;0.0
4;150;12;18;3600.002;-135.11820968171884;-135.11820968171884;59.60902862617161;0.44116206665693086;25915332;5183;TIME_LIMIT;667669.0;471;0.0;0.0;vertex;0.0
5;150;12;18;3600.002;-148.04020819746637;-148.04020819746637;64.3916728412944;0.434960701726414;25707126;5141;TIME_LIMIT;441915.0;307;0.0;0.0;vertex;0.0
1;150;12;44;3600.026;-476.086414810739;-476.086414810739;40.47005546316137;0.08500569267293552;6477224;1399;TIME_LIMIT;3.443867e6;670;0.0;0.0;rounding;0.0
2;150;12;44;3600.002;-428.1231390243663;-428.1231390243663;31.308280884836563;0.07312914914195907;25301950;5203;TIME_LIMIT;2.526447e6;1837;0.0;0.0;rounding;0.0
3;150;12;44;3600.003;-469.07228258178463;-469.07228258178463;28.67018497058956;0.06112103834570698;25188351;5259;TIME_LIMIT;2.509841e6;1855;0.0;0.0;rounding;0.0
4;150;12;44;1613.172;-407.1657735041707;-407.1657735041707;20.35746962120038;0.04999798840162544;11139224;2375;OPTIMAL;452172.0;355;0.0;0.0;vertex;0.0
5;150;12;44;3600.003;-463.1158875481592;-463.1158875481592;43.70613168727334;0.09437407107465809;24935319;5041;TIME_LIMIT;1.670583e6;1171;0.0;0.0;vertex;0.0
