seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;100;10;15;3600.007;-91.29604954055296;-91.29604954055296;101.62475388036475;1.113134186986085;20495242;4209;TIME_LIMIT;706443.0;445;;;vertex
2;100;10;15;3600.002;-71.1113020264009;-71.1113020264009;61.93426755093252;0.8709482991597973;21010096;4287;TIME_LIMIT;3.489981e6;2073;;;vertex
3;100;10;15;3600.002;-85.27311531605818;-85.27311531605818;79.99859579952508;0.9381455749917954;21417124;4545;TIME_LIMIT;93216.0;81;;;rounding
4;100;10;15;3600.002;-98.45867120546978;-98.45867120546978;120.60854639688864;1.2249662210573113;21477382;4359;TIME_LIMIT;2.197605e6;1331;;;vertex
5;100;10;15;3600.002;-74.83630184095924;-74.83630184095924;78.86875340339702;1.0538836295118843;21675249;4459;TIME_LIMIT;2.376791e6;1469;;;vertex
1;100;10;34;3600.009;-248.28585624204612;-248.28585624204612;71.13859121345865;0.2865189032117394;19780363;15155;TIME_LIMIT;9946.0;21;;;rounding
2;100;10;34;3600.01;-181.10538659721527;-181.10538659721527;37.30547240013732;0.20598764675678033;20945546;12699;TIME_LIMIT;91673.0;91;;;rounding
3;100;10;34;3600.01;-215.30542478126426;-215.30542478126426;55.71906441583519;0.25879080600241255;20150064;25465;TIME_LIMIT;1.989883e6;7921;;;rounding
4;100;10;34;3600.003;-290.9528556528078;-290.9528556528078;113.52013998869035;0.3901667840103732;21069925;6483;TIME_LIMIT;1.296913e6;1055;;;vertex
5;100;10;34;3600.009;-219.43387427231022;-219.43387427231022;51.99355148109481;0.23694405275173022;20612177;24495;TIME_LIMIT;2.52913e6;5951;;;vertex
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;120;10;15;3600.002;-118.53313425548478;-118.53313425548478;133.32101284968954;1.124757340528355;16983136;3443;TIME_LIMIT;1.946126e6;921;;;vertex
2;120;10;15;3600.002;-100.56170103400753;-100.56170103400753;108.82639437854344;1.0821852977779383;17030243;3505;TIME_LIMIT;1.865454e6;911;;;vertex
3;120;10;15;3600.006;-107.24955710618434;-107.24955710618434;110.32221302422198;1.02864959073906;17567428;3593;TIME_LIMIT;484418.0;254;;;vertex
4;120;10;15;3600.002;-134.2859337757019;-134.2859337757019;197.77158603219323;1.4727647227931673;17601870;3551;TIME_LIMIT;3.352211e6;1651;;;vertex
5;120;10;15;3600.002;-101.88105322892294;-101.88105322892294;151.1096431100899;1.4831967114685412;17706420;3571;TIME_LIMIT;870425.0;427;;;vertex
1;120;10;34;3600.002;-330.20370811060945;-330.20370811060945;143.61919332025298;0.434941188704472;15455704;3813;TIME_LIMIT;59506.0;36;;;rounding
2;120;10;34;3600.003;-267.3365408671623;-267.3365408671623;112.29077158657782;0.4200352530272857;16124438;4343;TIME_LIMIT;341614.0;229;;;rounding
3;120;10;34;3600.003;-288.67143691490037;-288.67143691490037;93.90049533240727;0.32528502416430244;15959381;6765;TIME_LIMIT;4830.0;10;;;rounding
4;120;10;34;3600.007;-381.7803033816481;-381.7803033816481;222.14263851757426;0.5818598721566538;16386506;3367;TIME_LIMIT;166735.0;84;;;rounding
5;120;10;34;3600.002;-316.3918450563825;-316.3918450563825;173.4799400498939;0.5483072423025915;16638708;3575;TIME_LIMIT;1.191073e6;589;;;rounding
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;150;12;18;3600.002;-135.61300566278805;-135.61300566278805;244.13539132064898;1.8002358264052492;11184701;2255;TIME_LIMIT;865651.0;271;;;vertex
2;150;12;18;3600.002;-124.0449370275729;-124.0449370275729;187.25683441171682;1.5095886934111071;11140225;2241;TIME_LIMIT;3.337503e6;1037;;;vertex
3;150;12;18;3600.002;-132.54121531929388;-132.54121531929388;213.36460955089683;1.6097981977673745;11028728;2221;TIME_LIMIT;1.920576e6;591;;;vertex
4;150;12;18;3600.002;-131.29307924792892;-131.29307924792892;188.17718901784843;1.4332605351002676;11118032;2257;TIME_LIMIT;2.567811e6;797;;;vertex
5;150;12;18;3600.002;-143.93735130168392;-143.93735130168392;214.75328067543165;1.4919913332663866;11444068;2301;TIME_LIMIT;1.255134e6;401;;;vertex
1;150;12;44;3600.002;-478.0895110608224;-478.0895110608224;221.85119872716547;0.4640369503922072;11235798;2271;TIME_LIMIT;2.34717e6;747;;;rounding
2;150;12;44;3600.002;-414.53321194440355;-414.53321194440355;118.77634779096695;0.2865303535845447;11089853;2261;TIME_LIMIT;372246.0;136;;;rounding
3;150;12;44;3600.001;-458.9655189950956;-458.9655189950956;174.32035955948078;0.3798114506317489;10973013;2399;TIME_LIMIT;56520.0;29;;;rounding
4;150;12;44;3600.004;-403.94400634125907;-403.94400634125907;142.42458374876742;0.3525849660174054;11474520;2437;TIME_LIMIT;698212.0;247;;;vertex
5;150;12;44;3600.002;-471.51977446481294;-471.51977446481294;196.96843742734222;0.4177310223116442;11534146;2377;TIME_LIMIT;402632.0;135;;;rounding
