seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
5;80;8;24;87.674;-140.95765006873125;-140.95765006873125;7.046796820810812;0.04999229780983706;1645991;1423;OPTIMAL;2068.0;10;0.0;0.0;vertex;0.0
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;100;10;15;3600.004;-91.5912148776817;-91.5912148776817;20.794413925527223;0.2270350268123178;52611459;10813;TIME_LIMIT;226687.0;367;0.0;0.0;vertex;0.0
2;100;10;15;3600.004;-78.0330823087006;-78.0330823087006;11.49301176411825;0.14728383685590737;52218853;10929;TIME_LIMIT;1.704838e6;2580;0.0;0.0;vertex;0.0
3;100;10;15;3600.004;-90.36609557940517;-90.36609557940517;14.048042226924508;0.15545700117784128;51355522;10999;TIME_LIMIT;2.931429e6;4467;0.0;0.0;rounding;0.0
4;100;10;15;3600.004;-108.67536508605401;-108.67536508605401;20.24077516553338;0.1862498934280628;51320113;10393;TIME_LIMIT;1.268528e6;1801;0.0;0.0;vertex;0.0
5;100;10;15;3600.004;-81.38041058812101;-81.38041058812101;19.538873589257506;0.24009308195981957;51671848;10787;TIME_LIMIT;1.306114e6;1972;0.0;0.0;vertex;0.0
1;100;10;34;451.439;-248.49000185088784;-248.49000185088784;12.423225004995174;0.04999486865652654;6281535;2667;OPTIMAL;327625.0;1007;0.0;0.0;vertex;0.0
2;100;10;34;2559.532;-183.43488093929517;-183.43488093929517;9.171397496130652;0.04999811076916052;36523295;10531;OPTIMAL;1.414249e6;2970;0.0;0.0;rounding;0.0
3;100;10;34;759.31;-217.1601789657832;-217.1601789657832;10.857644397527167;0.049998321281720576;10478201;4031;OPTIMAL;276759.0;782;0.0;0.0;rounding;0.0
4;100;10;34;1145.464;-293.669857453321;-293.669857453321;14.681813789889247;0.04999428241362132;15740604;4551;OPTIMAL;397730.0;827;0.0;0.0;rounding;0.0
5;100;10;34;596.012;-219.43387427231022;-219.43387427231022;10.971490514308329;0.04999907398386937;8086178;3075;OPTIMAL;260588.0;723;0.0;0.0;rounding;0.0
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;120;10;15;3600.003;-119.43956074566157;-119.43956074566157;28.85417157105593;0.24157968591745685;47550623;9605;TIME_LIMIT;2.939297e6;3905;0.0;0.0;vertex;0.0
2;120;10;15;3600.003;-108.37061501892123;-108.37061501892123;19.162771574249845;0.1768262694726248;47540840;9813;TIME_LIMIT;2.97022e6;4042;0.0;0.0;vertex;0.0
3;120;10;15;3600.003;-111.42034349552013;-111.42034349552013;22.619034406849423;0.20300632449368516;47331507;9699;TIME_LIMIT;1.510158e6;2027;0.0;0.0;vertex;0.0
4;120;10;15;3600.003;-141.3887721439886;-141.3887721439886;33.154089530639965;0.23448884255728766;45476850;9145;TIME_LIMIT;2.530688e6;3201;0.0;0.0;vertex;0.0
5;120;10;15;3600.003;-107.39378529458926;-107.39378529458926;32.6223837893221;0.30376416754318175;45972313;9253;TIME_LIMIT;1.908425e6;2441;0.0;0.0;vertex;0.0
1;120;10;34;981.768;-334.0467111636752;-334.0467111636752;16.701152014912054;0.049996456952778906;12166476;2835;OPTIMAL;653653.0;959;0.0;0.0;rounding;0.0
2;120;10;34;3600.014;-269.8155539807327;-269.8155539807327;16.220461953097526;0.06011685284183363;46451694;12251;TIME_LIMIT;2.950206e6;5053;0.0;0.0;rounding;0.0
3;120;10;34;2110.369;-291.20505878702477;-291.20505878702477;14.55938192172465;0.04999700892000223;27469559;7727;OPTIMAL;1.757932e6;3256;0.0;0.0;rounding;0.0
4;120;10;34;3600.003;-392.04833048604974;-392.04833048604974;21.71513813484654;0.05538893153281577;45265224;9543;TIME_LIMIT;3.295888e6;4363;0.0;0.0;rounding;0.0
5;120;10;34;3600.004;-317.4148774570641;-317.4148774570641;17.347111252328546;0.054651223002850725;45035921;10343;TIME_LIMIT;1.369904e6;2048;0.0;0.0;rounding;0.0
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;150;12;18;3600.003;-136.85410599364997;-136.85410599364997;70.99493725752416;0.5187636625299231;33490653;6727;TIME_LIMIT;2.310489e6;2157;0.0;0.0;vertex;0.0
2;150;12;18;3600.002;-145.7831754791614;-145.7831754791614;47.25108748041322;0.32411893433592687;34010493;6831;TIME_LIMIT;2.834362e6;2682;0.0;0.0;vertex;0.0
3;150;12;18;3600.002;-145.7725551011657;-145.7725551011657;55.39829693628019;0.3800324203539819;34452943;6921;TIME_LIMIT;49650.0;53;0.0;0.0;vertex;0.0
4;150;12;18;3600.002;-131.4735383069774;-131.4735383069774;59.292554523857945;0.4509847022251416;34224320;6897;TIME_LIMIT;2.854201e6;2737;0.0;0.0;vertex;0.0
5;150;12;18;3600.003;-150.6486776565911;-150.6486776565911;54.40807545819803;0.3611586660071662;36246882;7265;TIME_LIMIT;3.192054e6;3215;0.0;0.0;vertex;0.0
1;150;12;44;3600.003;-483.2799607502567;-483.2799607502567;31.616533188345556;0.06542074109438183;33377310;7319;TIME_LIMIT;1.747607e6;1821;0.0;0.0;rounding_lmo_01;0.0
2;150;12;44;3600.003;-431.0721178284995;-431.0721178284995;31.55792599144388;0.07320799626386203;33211924;7551;TIME_LIMIT;228276.0;271;0.0;0.0;vertex;0.0
3;150;12;44;3600.003;-470.30616596161235;-470.30616596161235;30.43126746554941;0.06470522750499787;33232023;7903;TIME_LIMIT;2.756887e6;3085;0.0;0.0;vertex;0.0
4;150;12;44;3600.004;-406.90523085721196;-406.90523085721196;22.86984307349735;0.05620434769373279;33802288;7979;TIME_LIMIT;34751.0;45;0.0;0.0;vertex;0.0
5;150;12;44;3600.003;-475.11293809862514;-475.11293809862514;32.90022148494484;0.06924715966820362;35549806;7329;TIME_LIMIT;1.851999e6;1901;0.0;0.0;rounding;0.0
