seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;100;10;15;3605.367;-0.8851753076274499;-0.8851753076274499;1.7369808963929145;1.9623015705765374;8140395;66325;TIME_LIMIT;47156.0;2462;;;rounding
2;100;10;15;3605.168;-0.7796819289487729;-0.7796819289487729;1.6632787723922935;2.1332785981520104;7279251;66323;TIME_LIMIT;637044.0;11920;;;vertex
3;100;10;15;3604.939;-0.878765888203487;-0.878765888203487;1.9198497374710446;2.1847112675207576;7829281;64273;TIME_LIMIT;764903.0;12745;;;rounding
4;100;10;15;3604.716;-0.8849726407548919;-0.8849726407548919;2.1193466168497164;2.394815974245135;8245716;51777;TIME_LIMIT;180596.0;4470;;;rounding_lmo_01
5;100;10;15;3604.738;-0.930626067420421;-0.930626067420421;1.7823219999773863;1.915185983257228;7837114;57541;TIME_LIMIT;456048.0;7626;;;rounding
1;100;10;34;3602.018;-2.2627921845804257;-2.2627921845804257;3.1158916732233575;1.3770118592667475;3065915;97519;TIME_LIMIT;119914.0;8395;;;vertex
2;100;10;34;3602.894;-2.099543860341641;-2.099543860341641;2.787428859428714;1.327635450766501;4032879;89793;TIME_LIMIT;1.623333e6;32110;;;vertex
3;100;10;34;3602.571;-2.5281448972055536;-2.5281448972055536;3.194082908534879;1.263409748414899;3642668;91333;TIME_LIMIT;985020.0;25257;;;vertex
4;100;10;34;3602.852;-2.571216119225615;-2.571216119225615;3.5046454328453605;1.3630302823011513;3935534;87917;TIME_LIMIT;3.204797e6;42081;;;vertex
5;100;10;34;3604.011;-2.36977167808565;-2.36977167808565;3.090649537001884;1.3041971788179079;5035414;76863;TIME_LIMIT;1.773625e6;27615;;;vertex
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;120;10;15;3603.594;-0.9712129558460363;-0.9712129558460363;2.372813582033456;2.4431444903517243;8039788;54811;TIME_LIMIT;169285.0;4180;;;rounding
2;120;10;15;3604.717;-0.8548341136308935;-0.8548341136308935;1.9755527259571002;2.3110363688762647;7254317;54683;TIME_LIMIT;800152.0;11900;;;rounding
3;120;10;15;3603.352;-1.0053015915787946;-1.0053015915787946;1.9919775421539114;1.9814725837900775;7438524;61401;TIME_LIMIT;172063.0;4864;;;rounding
4;120;10;15;3604.925;-0.8798331745624504;-0.8798331745624504;2.049170412744897;2.3290442688342248;7316029;47791;TIME_LIMIT;246166.0;4900;;;rounding_lmo_01
5;120;10;15;3603.363;-1.0266558160434922;-1.0266558160434922;2.1758252225829136;2.1193326805161146;7332400;52799;TIME_LIMIT;181423.0;4006;;;rounding
1;120;10;34;3602.676;-2.7793300169466204;-2.7793300169466204;3.7651750193527387;1.3547059889955675;4015324;79015;TIME_LIMIT;1.372476e6;25128;;;hyperplane_aware_rounding
2;120;10;34;3602.652;-2.4155029755147632;-2.4155029755147632;3.409347803627967;1.4114442574434864;3880251;80855;TIME_LIMIT;2.637554e6;36046;;;vertex
3;120;10;34;3602.404;-2.59210642098916;-2.59210642098916;3.579200007990875;1.3808075081365814;3493880;83925;TIME_LIMIT;1.467022e6;28501;;;vertex
4;120;10;34;3602.349;-2.38795215156886;-2.38795215156886;3.724687645426644;1.559783198746073;3319105;84075;TIME_LIMIT;2.275245e6;35185;;;vertex
5;120;10;34;3602.108;-2.8142448306849555;-2.8142448306849555;3.7678681418132256;1.338855845351653;2882489;89217;TIME_LIMIT;360469.0;13614;;;vertex
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;150;12;18;3603.425;-0.9909498130324189;-0.9909498130324189;2.8524853942616657;2.8785366894946343;5725504;36747;TIME_LIMIT;926377.0;8754;;;rounding
2;150;12;18;3603.329;-0.9999065946289132;-0.9999065946289132;2.894005322585107;2.8942756634774818;5621205;36499;TIME_LIMIT;839582.0;7848;;;rounding_lmo_01
3;150;12;18;3603.789;-0.9684473893830552;-0.9684473893830552;3.0453202452182264;3.1445386487728912;5763086;33869;TIME_LIMIT;2.311027e6;13123;;;rounding
4;150;12;18;3603.313;-1.0047089102142994;-1.0047089102142994;2.642375511773611;2.6299911197264145;5332940;33665;TIME_LIMIT;157418.0;2477;;;rounding
5;150;12;18;3603.622;-1.034554112515102;-1.034554112515102;3.108887104957562;3.0050502601546416;6019055;30743;TIME_LIMIT;2.436661e6;11967;;;rounding
1;150;12;44;3602.214;-3.1642816454960205;-3.1642816454960205;4.672184291167765;1.4765386949098116;3403273;71177;TIME_LIMIT;2.46014e6;28775;;;vertex
2;150;12;44;3602.27;-3.0745996187068956;-3.0745996187068956;4.356776585616472;1.417022417848614;3369888;73985;TIME_LIMIT;2.221223e6;28104;;;vertex
3;150;12;44;3602.59;-3.13177513859402;-3.13177513859402;5.417249712405229;1.729769690565093;3819708;64323;TIME_LIMIT;369806.0;7358;;;vertex
4;150;12;44;3602.612;-3.0091190627976836;-3.0091190627976836;4.415047496600918;1.4672226005228566;3753398;60803;TIME_LIMIT;922407.0;13377;;;vertex
5;150;12;44;3602.117;-3.189042748342425;-3.189042748342425;5.496347076664684;1.7235100029692392;3046389;69977;TIME_LIMIT;3.157593e6;32675;;;vertex
