seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;100;10;15;3608.044;-0.8851753076274499;-0.8851753076274499;1.7900602363680744;2.022266347630056;12042192;34221;TIME_LIMIT;377601.0;3786;;;vertex
2;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;100;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;100;10;34;3604.551;-2.242802124626344;-2.242802124626344;3.21224822777965;1.4322477192743064;6448628;70945;TIME_LIMIT;3.434656e6;34675;;;vertex
2;100;10;34;3606.693;-2.1478201993451256;-2.1478201993451256;2.807512280025244;1.307144928090936;8848363;56987;TIME_LIMIT;2.112465e6;20319;;;vertex
3;100;10;34;3605.785;-2.5281448972055536;-2.5281448972055536;3.29996877738023;1.3052925807487539;7596203;54137;TIME_LIMIT;3.223018e6;25587;;;vertex
4;100;10;34;3606.689;-2.5976889905881126;-2.5976889905881126;3.5874661914075467;1.3810222102821286;8507606;48375;TIME_LIMIT;469815.0;6808;;;vertex
5;100;10;34;3607.426;-2.340828554930857;-2.340828554930857;3.287973274274849;1.4046194315892429;9191192;34645;TIME_LIMIT;2.165896e6;12821;;;vertex
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;120;10;15;3606.534;-0.9718795983932864;-0.9718795983932864;2.4468610081417426;2.5176585784771066;11597952;28801;TIME_LIMIT;2.565168e6;11360;;;vertex
2;120;10;15;3607.774;-0.8576641591901255;-0.8576641591901255;2.0628730594921967;2.4052224141441623;10568719;26761;TIME_LIMIT;1.040432e6;5977;;;vertex
3;120;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;120;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;120;10;15;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;120;10;34;3605.148;-2.70724473518946;-2.70724473518946;3.969034340259791;1.4660788840658794;7554979;48425;TIME_LIMIT;2.975539e6;22246;;;hyperplane_aware_rounding
2;120;10;34;3606.181;-2.4370480881957137;-2.4370480881957137;3.4889970176314344;1.431648819131238;8526588;45577;TIME_LIMIT;3.379459e6;21914;;;vertex
3;120;10;34;3605.499;-2.585829682880629;-2.585829682880629;3.714673218592706;1.4365498405349493;7243078;49679;TIME_LIMIT;1.325568e6;13684;;;vertex
4;120;10;34;3605.052;-2.3209593938066773;-2.3209593938066773;3.9037525231342336;1.6819564071440165;6825818;52341;TIME_LIMIT;2.834191e6;22859;;;vertex
5;120;10;34;3603.562;-2.866097936300709;-2.866097936300709;3.8108602401346614;1.329633642963842;5938340;61213;TIME_LIMIT;1.322305e6;16902;;;vertex
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;150;12;18;3605.365;-0.9531835052220269;-0.9531835052220269;3.097650012301953;3.249793974960164;7952870;16893;TIME_LIMIT;1.099543e6;3733;;;rounding
2;150;12;18;3605.058;-1.0140980668525876;-1.0140980668525876;2.954673141873441;2.9135970557992805;7158466;17629;TIME_LIMIT;3.10175e6;7982;;;rounding
3;150;12;18;3605.703;-0.8828374763991218;-0.8828374763991218;3.318516178596434;3.758920828929748;7118027;13703;TIME_LIMIT;3.583796e6;6823;;;rounding_lmo_01
4;150;12;18;3605.052;-0.8823000176303692;-0.8823000176303692;2.9185212259462556;3.3078557946588876;6764497;15369;TIME_LIMIT;3.180583e6;7000;;;rounding
5;150;12;18;3603.626;-1.0573309025709283;-1.0573309025709283;3.332030954425237;3.151360606526599;6963129;11977;TIME_LIMIT;1.927849e6;3837;;;rounding
1;150;12;44;3604.156;-3.139185444122926;-3.139185444122926;4.882698901439552;1.5554031414680427;6357586;33331;TIME_LIMIT;914224.0;6206;;;vertex
2;150;12;44;3603.524;-3.0573749966799326;-3.0573749966799326;4.510550922041615;1.4753018281825803;5354249;38895;TIME_LIMIT;2.163455e6;14219;;;vertex
3;150;12;44;3604.757;-3.2015740633601584;-3.2015740633601584;5.528063340427121;1.7266704536659179;6441634;26073;TIME_LIMIT;1.988408e6;8622;;;vertex
4;150;12;44;3604.294;-2.978322131004008;-2.978322131004008;4.654722471493265;1.5628673685220658;5732413;29363;TIME_LIMIT;1.393956e6;7443;;;vertex
5;150;12;44;3603.882;-3.1530735010694095;-3.1530735010694095;5.712645661831088;1.811770534335328;5596467;36883;TIME_LIMIT;2.420816e6;14049;;;vertex
