seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;solution_source;avg_fixed_to_one;avg_fixed_to_zero;avg_pruned_nodes
3;80;8;12;3600.016;-49.08266353223607;-49.08266353223607;2.6995018712185583;0.054999090859150376;71062434;19371;TIME_LIMIT;558536.0;1710;rounding;0.0;0.0;0.0
4;80;8;12;1480.368;-69.84204493019264;-69.84204493019264;3.4919114451546847;0.04999726810182694;29402615;8841;OPTIMAL;337819.0;1167;vertex;0.0;0.0;0.0
5;80;8;12;3600.007;-63.66229730048506;-63.66229730048506;5.164320652415022;0.08112055127447738;71297430;17129;TIME_LIMIT;1.754989e6;4213;vertex;0.0;0.0;0.0
1;80;8;24;117.737;-148.3605361361604;-148.3605361361604;7.417361758393724;0.04999551734961591;2198711;1525;OPTIMAL;14894.0;99;vertex;0.0;0.0;0.0
2;80;8;24;171.964;-97.65820912556174;-97.65820912556174;4.882538038253912;0.04999618651593646;3206150;4647;OPTIMAL;11870.0;194;rounding;0.0;0.0;0.0
3;80;8;24;312.516;-101.79658111390165;-101.79658111390165;5.088933989307208;0.049991207304036334;5622019;5547;OPTIMAL;107437.0;1083;vertex;0.0;0.0;0.0
4;80;8;24;61.994;-140.48288263061247;-140.48288263061247;7.022666960704669;0.0499894850475852;1137092;1043;OPTIMAL;11907.0;113;vertex;0.0;0.0;0.0
5;80;8;24;86.485;-140.95765006873125;-140.95765006873125;7.046912057259647;0.04999311533516313;1629008;1435;OPTIMAL;15885.0;167;sr_rounding;0.0;0.0;0.0
1;100;10;7;3629.357;-3.7171218206921994e-13;-3.7171218206921994e-13;39.63596488879842;1.066307933954595e14;27002892;7213;TIME_LIMIT;600123.0;903;vertex;0.0;0.0;0.0
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
1;100;10;15;3600.004;-91.5912148776817;-91.5912148776817;20.906324486850338;0.22825687501547318;50419948;10371;TIME_LIMIT;230579.0;367;vertex;0.0;0.0;0.0
2;100;10;15;3600.004;-78.0330823087006;-78.0330823087006;11.632814608694005;0.14907542114861402;50595945;10559;TIME_LIMIT;2.158754e6;3173;vertex;0.0;0.0;0.0
3;100;10;15;3600.004;-90.36609557940517;-90.36609557940517;14.070722035390844;0.15570797814349327;50681069;10855;TIME_LIMIT;2.918858e6;4409;vertex;0.0;0.0;0.0
4;100;10;15;3600.024;-108.67536508605401;-108.67536508605401;19.53655613148483;0.17976986887520377;50185308;10171;TIME_LIMIT;206373.0;302;vertex;0.0;0.0;0.0
5;100;10;15;3600.004;-81.38041058812101;-81.38041058812101;19.57453499143412;0.2405312881806889;51099247;10657;TIME_LIMIT;2.75349e6;4079;vertex;0.0;0.0;0.0
1;100;10;34;466.103;-248.49000185088784;-248.49000185088784;12.423225004995174;0.04999486865652654;6281598;2667;OPTIMAL;337155.0;1007;vertex;0.0;0.0;0.0
2;100;10;34;2598.007;-183.43488093929517;-183.43488093929517;9.17168371722741;0.04999967111087575;35974545;10383;OPTIMAL;524750.0;1135;sr_rounding;0.0;0.0;0.0
3;100;10;34;758.606;-217.1601789657832;-217.1601789657832;10.85746568956273;0.04999749835016246;10397967;3983;OPTIMAL;270954.0;776;rounding;0.0;0.0;0.0
4;100;10;34;1129.416;-293.669857453321;-293.669857453321;14.681673958874;0.04999380626323783;15639126;4539;OPTIMAL;378206.0;825;rounding;0.0;0.0;0.0
5;100;10;34;484.281;-219.43387427231022;-219.43387427231022;10.970570555372205;0.04999488156399266;6576484;2479;OPTIMAL;128407.0;379;rounding;0.0;0.0;0.0
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
1;120;10;15;3600.003;-119.43956074566157;-119.43956074566157;28.93031540220875;0.2422171952207183;46278360;9351;TIME_LIMIT;3.011607e6;3905;vertex;0.0;0.0;0.0
2;120;10;15;3600.003;-108.37061501892123;-108.37061501892123;19.207544005859717;0.17723941127865825;46510265;9609;TIME_LIMIT;3.016993e6;4026;vertex;0.0;0.0;0.0
3;120;10;15;3600.003;-108.08020732262489;-108.08020732262489;25.89244295276589;0.2395669252879543;46436063;9525;TIME_LIMIT;488441.0;674;vertex;0.0;0.0;0.0
4;120;10;15;3600.003;-141.3887721439886;-141.3887721439886;32.989200690716814;0.23332263368919431;45784263;9207;TIME_LIMIT;2.51042e6;3187;vertex;0.0;0.0;0.0
5;120;10;15;3600.003;-108.8028212955985;-108.8028212955985;31.229837256473076;0.28703150235072483;46664138;9393;TIME_LIMIT;1.156354e6;1499;vertex;0.0;0.0;0.0
1;120;10;34;984.773;-334.0467111636752;-334.0467111636752;16.701152014912054;0.049996456952778906;12166470;2835;OPTIMAL;653231.0;959;rounding;0.0;0.0;0.0
2;120;10;34;3600.005;-269.9519121135039;-269.9519121135039;16.109266593146913;0.05967457858336493;45608962;11967;TIME_LIMIT;2.280343e6;3881;vertex;0.0;0.0;0.0
3;120;10;34;1771.358;-291.4608085662196;-291.4608085662196;14.572135438657824;0.04999689498681621;22282103;6379;OPTIMAL;874121.0;1643;sr_rounding;0.0;0.0;0.0
4;120;10;34;3600.003;-392.04833048604974;-392.04833048604974;21.68494603237008;0.05531192035809905;44860466;9441;TIME_LIMIT;3.251116e6;4257;rounding;0.0;0.0;0.0
5;120;10;34;3600.004;-317.4148774570641;-317.4148774570641;17.369275051769137;0.05472104896569832;44922363;10283;TIME_LIMIT;1.377946e6;2058;rounding;0.0;0.0;0.0
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;missing;0.0;0.0;
1;150;12;18;3600.003;-136.85410599364997;-136.85410599364997;70.93751778066317;0.5183440954555991;33931710;6815;TIME_LIMIT;2.280966e6;2157;vertex;0.0;0.0;0.0
2;150;12;18;3600.002;-148.20779112014236;-148.20779112014236;44.82140510827941;0.302422732094736;34209666;6867;TIME_LIMIT;3.51404e6;3351;vertex;0.0;0.0;0.0
3;150;12;18;3600.002;-137.61827308845892;-137.61827308845892;63.619929939639945;0.4622927501694926;34039451;6841;TIME_LIMIT;2.080623e6;1975;vertex;0.0;0.0;0.0
4;150;12;18;3600.003;-131.4735383069774;-131.4735383069774;59.22685724213818;0.45048500257024704;34206761;6909;TIME_LIMIT;2.716173e6;2601;vertex;0.0;0.0;0.0
5;150;12;18;3600.003;-151.53570467088815;-151.53570467088815;53.71088672671655;0.3544437718052534;34573496;6933;TIME_LIMIT;3.285838e6;3159;vertex;0.0;0.0;0.0
1;150;12;44;3600.003;-483.2799607502567;-483.2799607502567;31.627338040867812;0.06544309843050121;33317854;7307;TIME_LIMIT;758265.0;839;rounding_lmo_01;0.0;0.0;0.0
2;150;12;44;3600.003;-431.0811785636706;-431.0811785636706;31.587951796088078;0.07327610985322233;33347359;7555;TIME_LIMIT;342133.0;417;sr_rounding;0.0;0.0;0.0
3;150;12;44;3600.003;-469.5505459423087;-469.5505459423087;31.289744513064306;0.06663764909541542;33437090;7967;TIME_LIMIT;2.524887e6;2860;vertex;0.0;0.0;0.0
4;150;12;44;3600.004;-406.90523085721196;-406.90523085721196;22.85174846282746;0.05615987883637313;33653112;7919;TIME_LIMIT;3.168221e6;3495;rounding;0.0;0.0;0.0
5;150;12;44;3600.002;-471.02152116675865;-471.02152116675865;37.39696547584299;0.07939544966694444;33071517;6823;TIME_LIMIT;2.89911e6;2752;rounding;0.0;0.0;0.0
