seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;100;10;15;3604.973;-0.8851753076274499;-0.8851753076274499;1.7408557468122106;1.966679065504273;7672760;62975;TIME_LIMIT;42928.0;2462;;;rounding
2;100;10;15;3604.818;-0.7996883092997901;-0.7996883092997901;1.5827661671826077;1.9792288430082008;6934281;64017;TIME_LIMIT;92677.0;3990;;;rounding
3;100;10;15;3604.572;-0.879593019073029;-0.879593019073029;1.9308738615396293;2.1951900704879477;7298159;60153;TIME_LIMIT;2.777655e6;26196;;;rounding
4;100;10;15;3604.853;-0.909804012557077;-0.909804012557077;2.094996439996947;2.302689822293476;8067476;52425;TIME_LIMIT;1.752044e6;17152;;;rounding
5;100;10;15;3604.162;-0.9303726601131285;-0.9303726601131285;1.780112484543177;1.913332754561731;7062825;55789;TIME_LIMIT;261081.0;5490;;;vertex
1;100;10;34;3601.933;-2.2627921845804257;-2.2627921845804257;3.1287087029332827;1.3826761132787888;2870689;92491;TIME_LIMIT;115588.0;8395;;;vertex
2;100;10;34;3602.587;-2.1596114652795615;-2.1596114652795615;2.7189711374132273;1.2590094010550443;3748894;85811;TIME_LIMIT;2.549955e6;37831;;;vertex
3;100;10;34;3602.507;-2.5217737215181923;-2.5217737215181923;3.2052384001022443;1.2710253789830848;3466538;86309;TIME_LIMIT;501739.0;16781;;;vertex
4;100;10;34;3603.075;-2.6076511424165743;-2.6076511424165743;3.4472136881225524;1.3219612209813982;3869555;80661;TIME_LIMIT;3.549416e6;40134;;;vertex
5;100;10;34;3603.641;-2.35929488833764;-2.35929488833764;3.0908306538798245;1.3100654221556953;4603845;74895;TIME_LIMIT;3.319058e6;36329;;;vertex
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;120;10;15;3603.66;-0.9712129558460363;-0.9712129558460363;2.3751026886117677;2.445501446737585;7885280;53885;TIME_LIMIT;171182.0;4180;;;rounding
2;120;10;15;3604.504;-0.8854453932197749;-0.8854453932197749;1.944558611894644;2.1961361217585424;7176804;54067;TIME_LIMIT;279472.0;6432;;;rounding
3;120;10;15;3603.476;-1.0053015915787946;-1.0053015915787946;2.014819226004699;2.0041938089847133;7164263;57975;TIME_LIMIT;122327.0;3433;;;rounding
4;120;10;15;3605.465;-0.8734924346151569;-0.8734924346151569;2.117332180957056;2.423984567067155;7385131;46145;TIME_LIMIT;2.300927e6;17879;;;rounding
5;120;10;15;3603.507;-1.0374738829607142;-1.0374738829607142;2.1248203776105012;2.048071197268839;7007068;54047;TIME_LIMIT;600752.0;9027;;;rounding_lmo_01
1;120;10;34;3602.567;-2.7793300169466204;-2.7793300169466204;3.7670199121047783;1.3553697794561428;3982018;78495;TIME_LIMIT;1.39748e6;25128;;;hyperplane_aware_rounding
2;120;10;34;3602.808;-2.3795619539755863;-2.3795619539755863;3.4524919354150017;1.4508939049251681;3810939;80279;TIME_LIMIT;1.642947e6;28313;;;vertex
3;120;10;34;3602.438;-2.6100156006061255;-2.6100156006061255;3.576139942598367;1.370160370600037;3490842;83063;TIME_LIMIT;1.950875e6;32283;;;vertex
4;120;10;34;3602.554;-2.3624392388355413;-2.3624392388355413;3.738120751755688;1.5823140296290656;3253702;84863;TIME_LIMIT;1.771341e6;31392;;;vertex
5;120;10;34;3602.096;-2.7854559900084683;-2.7854559900084683;3.8183041043657;1.370800370948992;2974078;87931;TIME_LIMIT;1.283209e6;26759;;;vertex
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;150;12;18;3603.52;-0.9909498130324189;-0.9909498130324189;2.8495649560181704;2.875589579353346;5822992;37233;TIME_LIMIT;924110.0;8754;;;rounding
2;150;12;18;3603.216;-1.0217003904292756;-1.0217003904292756;2.864251290167503;2.803416066978368;5787825;35881;TIME_LIMIT;722217.0;7029;;;hyperplane_aware_rounding
3;150;12;18;3603.799;-0.9479976202944542;-0.9479976202944542;3.053973912023391;3.221499555109439;5885792;34557;TIME_LIMIT;813454.0;7341;;;rounding
4;150;12;18;3603.466;-1.0047089102142994;-1.0047089102142994;2.618329106204544;2.6060574158201377;5319165;34633;TIME_LIMIT;920454.0;8069;;;rounding
5;150;12;18;3603.494;-1.0233654211965884;-1.0233654211965884;3.106651170502652;3.0357202873536067;5950506;32129;TIME_LIMIT;752617.0;6140;;;rounding
1;150;12;44;3602.03;-3.1642816454960205;-3.1642816454960205;4.672491547251395;1.47663579628006;3396665;71067;TIME_LIMIT;2.473711e6;28775;;;vertex
2;150;12;44;3602.214;-3.106106763340349;-3.106106763340349;4.3268147970210915;1.393002599938959;3374823;72577;TIME_LIMIT;979847.0;17103;;;vertex
3;150;12;44;3602.621;-3.20185791693872;-3.20185791693872;5.3938667312889175;1.6846052733176762;3802466;62967;TIME_LIMIT;358055.0;7196;;;vertex
4;150;12;44;3602.571;-3.0235015475720646;-3.0235015475720646;4.398350549924182;1.454720786717027;3616874;62789;TIME_LIMIT;482647.0;8889;;;vertex
5;150;12;44;3602.013;-3.1483422114629764;-3.1483422114629764;5.4839125387195065;1.7418413153286896;2973312;70017;TIME_LIMIT;3.454834e6;34269;;;vertex
