seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;100;10;15;3600.002;-91.5912148776817;-91.5912148776817;97.76535485391094;1.0674097399458526;20461048;4099;TIME_LIMIT;3.38538e6;1924;;;rounding
2;100;10;15;3600.002;-70.95121567444343;-70.95121567444343;62.49178865376459;0.8807712180789888;21616824;4333;TIME_LIMIT;67193.0;41;;;vertex
3;100;10;15;3600.002;-87.8748735887734;-87.8748735887734;77.56464323914437;0.8826714630865059;21716678;4367;TIME_LIMIT;3.245464e6;1963;;;vertex
4;100;10;15;3600.002;-108.67536508605401;-108.67536508605401;108.7664413678214;1.0008380582084566;21161247;4233;TIME_LIMIT;1.349666e6;784;;;vertex
5;100;10;15;3600.002;-77.55165747717365;-77.55165747717365;76.13983416303671;0.9817950594472789;21928989;4393;TIME_LIMIT;2.511892e6;1513;;;vertex
1;100;10;34;3600.006;-248.28585624204612;-248.28585624204612;71.12924463505266;0.2864812587862878;19805285;12535;TIME_LIMIT;28090.0;21;;;rounding
2;100;10;34;3600.004;-181.10538659721527;-181.10538659721527;37.51751057639956;0.20715844669954417;20118919;9369;TIME_LIMIT;141897.0;87;;;rounding
3;100;10;34;3600.009;-215.30542478126426;-215.30542478126426;55.13749250559903;0.2560896575718656;20619752;24295;TIME_LIMIT;1.209643e6;2447;;;rounding
4;100;10;34;3600.002;-288.2244874530303;-288.2244874530303;116.25906045071133;0.40336288383427926;21432110;5097;TIME_LIMIT;2.147792e6;1392;;;rounding
5;100;10;34;3600.009;-219.15087996729514;-219.15087996729514;50.90468495255445;0.2322814535818938;20544327;24021;TIME_LIMIT;1.594801e6;3353;;;rounding_lmo_01
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;120;10;15;3600.002;-117.58178258873627;-117.58178258873627;134.8588021217071;1.1469361932825968;15845568;3171;TIME_LIMIT;1.046747e6;473;;;vertex
2;120;10;15;3600.006;-100.56170103400753;-100.56170103400753;111.36683341277073;1.1074477884488965;16065115;3219;TIME_LIMIT;1.070037e6;461;;;vertex
3;120;10;15;3600.002;-107.24955710618434;-107.24955710618434;111.53712473652621;1.0399774856514967;16392370;3283;TIME_LIMIT;655066.0;292;;;vertex
4;120;10;15;3600.002;-137.3835993964122;-137.3835993964122;194.77887582845932;1.4177738586280337;16905303;3383;TIME_LIMIT;2.344975e6;1084;;;vertex
5;120;10;15;3600.002;-107.49247908412295;-107.49247908412295;147.59373504506914;1.3730610392710656;16756165;3353;TIME_LIMIT;2.844062e6;1319;;;vertex
1;120;10;34;3600.007;-325.6708906492935;-325.6708906492935;147.63690945268274;0.4533316108121837;16014053;4087;TIME_LIMIT;1.733331e6;791;;;rounding
2;120;10;34;3600.007;-267.3365408671623;-267.3365408671623;113.16688332653172;0.423312439666688;15786839;4081;TIME_LIMIT;502682.0;229;;;rounding
3;120;10;34;3600.003;-288.67143691490037;-288.67143691490037;94.34677839832756;0.3268310138565623;15194595;6181;TIME_LIMIT;16940.0;10;;;rounding
4;120;10;34;3600.002;-380.9766378550936;-380.9766378550936;222.95499523542537;0.5852195990039354;15999053;3201;TIME_LIMIT;30005.0;13;;;rounding
5;120;10;34;3600.002;-316.3918450563825;-316.3918450563825;173.82856340791113;0.54940911443825;16678037;3425;TIME_LIMIT;1.273754e6;591;;;rounding
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;150;12;18;3600.004;-135.21658753752556;-135.21658753752556;245.28886996131703;1.8140442265875407;11021658;2205;TIME_LIMIT;3.41763e6;1047;;;vertex
2;150;12;18;3600.001;-127.65857464233233;-127.65857464233233;176.72727564345848;1.384374501584437;11015966;2205;TIME_LIMIT;3.28482e6;1002;;;vertex
3;150;12;18;3600.002;-131.5260207894002;-131.5260207894002;215.53176420015126;1.6387005621135704;10864183;2175;TIME_LIMIT;1.244393e6;378;;;vertex
4;150;12;18;3600.002;-123.64586632206577;-123.64586632206577;196.32819430037046;1.5878265900858008;11267390;2255;TIME_LIMIT;861810.0;265;;;vertex
5;150;12;18;3600.004;-134.71090370960695;-134.71090370960695;223.3425312027515;1.657939521244736;11139612;2229;TIME_LIMIT;226407.0;71;;;vertex
1;150;12;44;3600.002;-478.0895110608224;-478.0895110608224;221.86315060865257;0.46406194964697145;10930172;2187;TIME_LIMIT;2.296607e6;709;;;rounding
2;150;12;44;3600.001;-415.0343638329857;-415.0343638329857;115.6398317342414;0.2786271253933472;10583967;2147;TIME_LIMIT;584472.0;171;;;vertex
3;150;12;44;3600.003;-467.6397013204575;-467.6397013204575;160.36712876475264;0.3429288153078742;10848309;4385;TIME_LIMIT;32523.0;10;;;vertex
4;150;12;44;3600.004;-408.55972184239766;-408.55972184239766;136.26498954256232;0.3335252651144272;11084384;2221;TIME_LIMIT;3.586131e6;1105;;;vertex
5;150;12;44;3600.001;-457.4988731828997;-457.4988731828997;215.07022411368058;0.47010000837247845;10789302;2159;TIME_LIMIT;859571.0;260;;;rounding
