seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source;avg_pruned_nodes
4;80;8;24;3601.462;-1.9690728111831677;-1.9690728111831677;0.6596500255103075;0.33500540039143595;2125237;111111;TIME_LIMIT;2.363365e6;46912;0.0;0.0;vertex;0.0
5;80;8;24;3602.204;-1.9549887339179772;-1.9549887339179772;0.7082874532434378;0.3622974603152646;2877156;101971;TIME_LIMIT;2.697731e6;45327;0.0;0.0;vertex;0.0
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;100;10;15;3605.471;-0.8851753076274499;-0.8851753076274499;0.558218613083049;0.6306305748397474;6961977;79516;TIME_LIMIT;144078.0;7849;0.0;0.0;rounding;0.0
2;100;10;15;3604.153;-0.7996883092997901;-0.7996883092997901;0.5529618307734253;0.6914716950878033;5906443;81682;TIME_LIMIT;612951.0;18449;0.0;0.0;vertex;0.0
3;100;10;15;3605.604;-0.8954808102765295;-0.8954808102765295;0.5232624581584442;0.5843368748425305;8125967;75314;TIME_LIMIT;3.513276e6;37392;0.0;0.0;rounding;0.0
4;100;10;15;3605.227;-0.9192988117711332;-0.9192988117711332;0.5370312615052815;0.5841748674412295;8064757;75321;TIME_LIMIT;756596.0;17153;0.0;0.0;hyperplane_aware_rounding;0.0
5;100;10;15;3604.186;-0.9564080647269253;-0.9564080647269253;0.4885309649637788;0.5107976218323343;7090975;76322;TIME_LIMIT;2.364499e6;30594;0.0;0.0;rounding;0.0
1;100;10;34;3602.196;-2.318427337364501;-2.318427337364501;1.161807320139863;0.5011187115575341;3516942;97621;TIME_LIMIT;2.302152e6;41497;0.0;0.0;vertex;0.0
2;100;10;34;3603.509;-2.1763009859220217;-2.1763009859220217;1.0407084117988985;0.4782005883060275;4379451;90343;TIME_LIMIT;3.452668e6;44487;0.0;0.0;vertex;0.0
3;100;10;34;3602.773;-2.4955483135727734;-2.4955483135727734;0.9990263430148634;0.4003233828739619;3540282;96725;TIME_LIMIT;3.122057e6;45280;0.0;0.0;vertex;0.0
4;100;10;34;3602.916;-2.6182624287120206;-2.6182624287120206;0.9583891936771574;0.36604015822379177;3884771;91789;TIME_LIMIT;334596.0;16630;0.0;0.0;vertex;0.0
5;100;10;34;3603.608;-2.3339454856479263;-2.3339454856479263;1.187902905165985;0.5089677168857316;4669538;85339;TIME_LIMIT;1.178533e6;27638;0.0;0.0;vertex;0.0
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;120;10;15;3604.305;-1.0124827160955392;-1.0124827160955392;0.5459608271302749;0.5392297749394444;7901734;75972;TIME_LIMIT;790605.0;18637;0.0;0.0;rounding;0.0
2;120;10;15;3605.253;-0.8701253530508596;-0.8701253530508596;0.5810436339117057;0.6677700309207554;7221327;74974;TIME_LIMIT;409029.0;12853;0.0;0.0;rounding;0.0
3;120;10;15;3603.547;-1.057458357422974;-1.057458357422974;0.45631761891487654;0.4315230152674027;7531501;79876;TIME_LIMIT;1.143582e6;22636;0.0;0.0;vertex;0.0
4;120;10;15;3605.582;-0.8651784729942176;-0.8651784729942176;0.5853340095510049;0.6765471261961427;7552499;71346;TIME_LIMIT;2.168305e6;27980;0.0;0.0;rounding;0.0
5;120;10;15;3604.269;-1.0442950313089416;-1.0442950313089416;0.5747107720826217;0.5503337226092774;7155015;76752;TIME_LIMIT;2.425072e6;32319;0.0;0.0;vertex;0.0
1;120;10;34;3602.735;-2.6953624533920344;-2.6953624533920344;1.1284413956670587;0.4186603528022543;3931338;93229;TIME_LIMIT;100161.0;8346;0.0;0.0;vertex;0.0
2;120;10;34;3602.925;-2.3768496435290762;-2.3768496435290762;1.226759708472359;0.5161284441412551;4042824;95265;TIME_LIMIT;1.58379e6;32609;0.0;0.0;vertex;0.0
3;120;10;34;3602.765;-2.524905506237328;-2.524905506237328;1.1946475329751474;0.4731454424824945;3535043;92799;TIME_LIMIT;1.431574e6;33315;0.0;0.0;vertex;0.0
4;120;10;34;3602.688;-2.3432066290718776;-2.3432066290718776;1.2955651135417061;0.5529026324301871;3487141;93311;TIME_LIMIT;1.305473e6;32017;0.0;0.0;vertex;0.0
5;120;10;34;3602.086;-2.8199465948464315;-2.8199465948464315;1.2020528062479503;0.4262679330327572;2887970;103533;TIME_LIMIT;339147.0;18142;0.0;0.0;vertex;0.0
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing;
1;150;12;18;3606.025;-0.9660426420835452;-0.9660426420835452;0.7813959305479671;0.8088627732443208;8419006;59647;TIME_LIMIT;772413.0;14382;0.0;0.0;rounding;0.0
2;150;12;18;3605.708;-1.0217003904292756;-1.0217003904292756;0.7132660873361703;0.6981166827551918;8015589;67593;TIME_LIMIT;241462.0;8082;0.0;0.0;hyperplane_aware_rounding;0.0
3;150;12;18;3605.594;-0.9740915583533579;-0.9740915583533579;0.7864682677092899;0.8073863909043276;7565992;57839;TIME_LIMIT;1.470097e6;19720;0.0;0.0;rounding_lmo_01;0.0
4;150;12;18;3605.706;-1.0054835258280495;-1.0054835258280495;0.7416230360970428;0.7375785053129452;8081254;61077;TIME_LIMIT;3.284355e6;29328;0.0;0.0;rounding;0.0
5;150;12;18;3603.687;-1.1473623657595793;-1.1473623657595793;0.6709059939065303;0.5847376678268297;8118609;61423;TIME_LIMIT;972517.0;13923;0.0;0.0;rounding;0.0
1;150;12;44;3602.306;-3.1748353113870484;-3.1748353113870484;1.5043388677785083;0.473832095284741;3639320;91835;TIME_LIMIT;2.246248e6;38686;0.0;0.0;vertex;0.0
2;150;12;44;3602.393;-2.997462856344389;-2.997462856344389;1.6178918022290452;0.53975374500626;3441223;92683;TIME_LIMIT;1.906791e6;36750;0.0;0.0;vertex;0.0
3;150;12;44;3602.973;-3.0617220357768344;-3.0617220357768344;1.6323384714927656;0.5331439145744009;3970557;85615;TIME_LIMIT;2.299414e6;36747;0.0;0.0;vertex;0.0
4;150;12;44;3602.903;-2.9826433638625236;-2.9826433638625236;1.7021365484159157;0.5706805476775636;3731153;85949;TIME_LIMIT;1.792882e6;33023;0.0;0.0;vertex;0.0
5;150;12;44;3602.64;-3.113831476432006;-3.113831476432006;1.7348607134214813;0.5571466299805592;3633702;87999;TIME_LIMIT;452830.0;16923;0.0;0.0;vertex;0.0
