seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination;optimal_time;optimal_iteration;avg_fixed_to_one;avg_fixed_to_zero;solution_source
1;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;100;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;100;10;15;3600.002;-91.29604954055296;-91.29604954055296;102.57705044962131;1.1235650498114644;18201970;3747;TIME_LIMIT;855691.0;445;0.0;0.0;vertex
2;100;10;15;3600.021;-67.76321611679111;-67.76321611679111;65.15919343428175;0.961571737120309;18320146;3751;TIME_LIMIT;93321.0;59;0.0;0.0;vertex
3;100;10;15;3600.02;-87.20901023623136;-87.20901023623136;79.0302289609809;0.906216327268297;18495775;3943;TIME_LIMIT;1.380628e6;764;0.0;0.0;vertex
4;100;10;15;3600.018;-100.406327354973;-100.406327354973;119.77353048338261;1.1928882734644748;18593517;3783;TIME_LIMIT;3.507365e6;1839;0.0;0.0;vertex
5;100;10;15;3600.021;-74.08210447442974;-74.08210447442974;80.47129539743935;1.0862447276347948;19439054;4019;TIME_LIMIT;3.074946e6;1726;0.0;0.0;rounding
1;100;10;34;3600.027;-248.28585624204612;-248.28585624204612;71.13859121345865;0.2865189032117394;16704640;14121;TIME_LIMIT;14825.0;21;0.0;0.0;rounding
2;100;10;34;3600.03;-181.5439079517945;-181.5439079517945;37.19558875030586;0.20488480814339655;17228690;10649;TIME_LIMIT;340998.0;247;0.0;0.0;vertex
3;100;10;34;3600.025;-215.0192097939024;-215.0192097939024;57.82550265660774;0.2689317978241755;16531066;18687;TIME_LIMIT;637652.0;546;0.0;0.0;vertex
4;100;10;34;3600.023;-288.2244874530303;-288.2244874530303;116.24888682976257;0.4033275862749405;17674343;4845;TIME_LIMIT;2.26227e6;1382;0.0;0.0;rounding
5;100;10;34;3600.03;-219.15087996729514;-219.15087996729514;51.70703106424358;0.2359426121034059;17203402;18933;TIME_LIMIT;2.109488e6;4695;0.0;0.0;rounding_lmo_01
1;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;120;10;7;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;120;10;15;3600.027;-118.53313425548478;-118.53313425548478;134.92755802042606;1.1383108939784292;14366013;2917;TIME_LIMIT;2.321821e6;921;0.0;0.0;vertex
2;120;10;15;3600.023;-100.65629272534196;-100.65629272534196;109.69247389549443;1.0897726403932764;15107190;3111;TIME_LIMIT;165584.0;87;0.0;0.0;vertex
3;120;10;15;3600.023;-104.48198043300505;-104.48198043300505;114.01348840983704;1.0912263333574892;15243697;3119;TIME_LIMIT;440635.0;204;0.0;0.0;vertex
4;120;10;15;3600.02;-124.37610600946327;-124.37610600946327;209.51190013294132;1.6845028105076743;15095745;3047;TIME_LIMIT;937895.0;403;0.0;0.0;vertex
5;120;10;15;3600.025;-110.23687966120991;-110.23687966120991;145.64930192710074;1.3212393381844945;15535072;3137;TIME_LIMIT;1.374922e6;651;0.0;0.0;vertex
1;120;10;34;3600.02;-330.20370811060945;-330.20370811060945;144.10229450496269;0.43640422855788236;13960051;3369;TIME_LIMIT;80455.0;36;0.0;0.0;rounding
2;120;10;34;3600.023;-267.3365408671623;-267.3365408671623;113.17210187287105;0.4233319601793812;14315527;4123;TIME_LIMIT;365241.0;225;0.0;0.0;rounding
3;120;10;34;3600.022;-288.67143691490037;-288.67143691490037;94.2597076562351;0.3265293880946823;14643067;6145;TIME_LIMIT;7398.0;10;0.0;0.0;rounding
4;120;10;34;3600.02;-380.9766378550936;-380.9766378550936;222.9808104726552;0.5852873596870449;15045388;3079;TIME_LIMIT;25902.0;13;0.0;0.0;rounding
5;120;10;34;3600.021;-316.3918450563825;-316.3918450563825;174.45484323266385;0.5513885580760628;15601841;3371;TIME_LIMIT;904304.0;485;0.0;0.0;rounding
1;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
2;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
3;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
4;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
5;150;12;9;3600.0;Inf;Inf;0.0;Inf;0;0;ERROR;0.0;0;0.0;0.0;missing
1;150;12;18;3600.033;-135.61300566278805;-135.61300566278805;244.6833759072187;1.8042766231112253;10465284;2111;TIME_LIMIT;901587.0;271;0.0;0.0;vertex
2;150;12;18;3600.005;-130.60458446444375;-130.60458446444375;178.16295515930017;1.3641401325219473;10488709;2109;TIME_LIMIT;233047.0;72;0.0;0.0;vertex
3;150;12;18;3600.001;-132.01235099858795;-132.01235099858795;213.42909890027036;1.6167358378653016;10602876;2135;TIME_LIMIT;1.562011e6;455;0.0;0.0;vertex
4;150;12;18;3600.001;-128.99001383689532;-128.99001383689532;191.76369819080057;1.4866553811931598;10876987;2209;TIME_LIMIT;1.461384e6;441;0.0;0.0;vertex
5;150;12;18;3600.002;-136.51001414584687;-136.51001414584687;221.7157086161435;1.6241717503542499;11284223;2271;TIME_LIMIT;3.351619e6;1056;0.0;0.0;vertex
1;150;12;44;3600.031;-478.0895110608224;-478.0895110608224;221.85119872716547;0.4640369503922072;10418773;2107;TIME_LIMIT;2.559247e6;747;0.0;0.0;rounding
2;150;12;44;3600.036;-414.53321194440355;-414.53321194440355;118.82217717858191;0.2866409101968846;10395921;2119;TIME_LIMIT;398396.0;136;0.0;0.0;rounding
3;150;12;44;3600.027;-458.9655189950956;-458.9655189950956;174.3108835635905;0.37979080420952743;10228404;2233;TIME_LIMIT;57160.0;29;0.0;0.0;rounding
4;150;12;44;3600.04;-403.95846125143925;-403.95846125143925;145.5794904579489;0.3603823274476101;10337920;2379;TIME_LIMIT;34427.0;15;0.0;0.0;vertex
5;150;12;44;3600.036;-458.0311742154377;-458.0311742154377;213.99456768414342;0.4672052465657933;10900090;2197;TIME_LIMIT;63114.0;22;0.0;0.0;rounding
